TEXT,NUM_VIDEOS,VIDEOS,FRAME_COUNTS
Đặng Văn Ngữ,1,W01130.mp4,131
Đền Hùng,1,W01186.mp4,146
Đồng Nai,1,W01266.mp4,134
Đồng Tháp Mười,1,W01267.mp4,129
đ,1,D0495.mp4,105
đan,1,W01095.mp4,126
đau bụng,1,D0356.mp4,110
đau chân,1,D0358.mp4,89
đau mắt,1,D0355.mp4,104
đau mắt đỏ,1,D0446.mp4,140
đau tai,1,D0359.mp4,122
đau tay,1,D0357.mp4,105
đen láy (như đen nhánh),3,W01153N.mp4; W01153T.mp4; W01153B.mp4,109; 109; 129
đen đủi,1,D0267B.mp4,245
đeo kính,1,W01164.mp4,122
đi,1,W01190.mp4,107
đi dạo,3,D0157N.mp4; D0157B.mp4; D0157T.mp4,124; 129; 129
đi học,1,W01191.mp4,109
"đi lạc (đường, rừng..)",1,D0251.mp4,140
đi tuần,1,D0234.mp4,135
đi vệ sinh,1,D0486.mp4,115
đinh,1,W01219.mp4,78
điêu khắc,1,W01210.mp4,158
điều hòa,2,W01213T.mp4; W01213B.mp4,157; 119
điều khiển,1,W01214.mp4,133
điều kiện,1,W01215.mp4,116
điều phối,2,W01212N.mp4; W01212B.mp4,94; 101
điều tra,1,W01216.mp4,135
điều trị,1,W01217.mp4,170
điểm ở giữa đoạn thẳng,1,W01203.mp4,143
điện,3,W01205T.mp4; W01205B.mp4; W01205N.mp4,111; 72; 111
điện thoại,1,W01208.mp4,179
đo,1,W01227.mp4,118
đoàn cải lương,1,W01229.mp4,149
đoàn thanh niên,1,W01231.mp4,135
đoàn tụ,1,W01232.mp4,157
đoán,1,W01234.mp4,121
đoạn thơ,1,W01236.mp4,138
đoạn thẳng,1,W01235.mp4,124
đoạn văn,1,W01237.mp4,145
đua ngựa,1,W01315.mp4,118
đua thuyền,1,W01316.mp4,133
đua xe máy,1,W01317.mp4,124
đua đòi,1,D0460.mp4,114
đun nấu,1,W01321.mp4,119
đuôi,1,W01323.mp4,128
đuôi chuột,1,D0076.mp4,164
đuôi cá,1,D0075.mp4,134
đuốc,1,W01322.mp4,119
đài sen,1,W01080.mp4,100
đàn bướm,1,W01099.mp4,96
đàn bầu,1,W01098.mp4,126
đàn ghi ta,1,W01100.mp4,96
đàn kiến,1,W01101.mp4,108
đàn tơ-rưng,1,W01103.mp4,224
đàn xê lô đại vĩ cầm,1,W01096.mp4,97
đàng hoàng,1,D0226.mp4,116
đàng ngoài,1,W01104.mp4,100
đàng trong,1,W01105.mp4,83
đào tạo,1,W01115.mp4,79
đá bóng,1,W01078.mp4,182
đám ma,1,W01093.mp4,182
đám mây,1,W01094.mp4,105
đáng quý,1,W01106.mp4,91
đánh,1,W01107.mp4,82
đánh bắt,1,W01108.mp4,94
đánh cầu lông,1,D0343.mp4,119
đánh giá,1,W01110.mp4,87
đánh răng,2,D0414.mp4; W01112.mp4,114; 89
đánh trống,1,W01113.mp4,86
đèn báo giao thông,3,W01154B.mp4; W01154T.mp4; W01154N.mp4,91; 109; 109
đèn lồng,1,W01158.mp4,134
đèn pin,3,W01159N.mp4; W01159B.mp4; W01159T.mp4,101; 92; 250
đèn vàng,3,W01161N.mp4; W01161T.mp4; W01161B.mp4,97; 131; 111
đèn xanh,3,W01162B.mp4; W01162N.mp4; W01162T.mp4,115; 122; 123
đèn ông sao,1,D0212.mp4,242
đèn điện,3,W01155T.mp4; W01155B.mp4; W01155N.mp4,101; 80; 101
đèn đỏ,1,W01156.mp4,162
đèo,1,W01166.mp4,97
đèo Hải Vân,3,W01165B.mp4; W01165N.mp4; W01165T.mp4,91; 82; 82
đích,1,W01201.mp4,71
đòi,1,D0462.mp4,110
đòi hỏi,1,D0463.mp4,123
đói không?,1,D0371.mp4,119
đón,1,W01241.mp4,146
đón tiếp,1,W01242.mp4,144
đóng cửa,1,W01243.mp4,118
đóng dấu,1,W01244.mp4,135
đóng góp,1,W01246.mp4,118
đô thị,1,W01248.mp4,118
đôi chân,1,W01273.mp4,146
đôi dép,1,W01255.mp4,112
đôi tay,1,W01274.mp4,129
đôi/cặp,1,D0424.mp4,121
đông lạnh,1,W01287.mp4,116
đùa,3,D0437T.mp4; D0437N.mp4; D0437B.mp4,80; 80; 123
đùm bọc,1,D0324.mp4,114
đúng không?,3,D0119B.mp4; D0119N.mp4; D0119T.mp4,94; 117; 88
đăng ký,1,W01126.mp4,93
đăng nhập,1,W01127.mp4,80
đĩa,1,W01192.mp4,121
đĩa DVD,1,W01193.mp4,134
đũa,1,W01318.mp4,120
đơn giản,1,W01305.mp4,161
đưa đón,1,W01325.mp4,118
đường Nguyễn Huệ,1,W01341.mp4,130
đường biên giới,1,W01329.mp4,131
đường bộ,1,W01330.mp4,138
đường cao,1,W01331.mp4,130
đường chéo,1,W01332.mp4,117
đường chỉ tay,1,W00569.mp4,132
đường hàng không,1,W01335.mp4,161
đường hầm,1,W01336.mp4,150
đường kính,1,W01337.mp4,111
đường ray xe lửa,1,W03172.mp4,118
đường sắt,1,W01343.mp4,128
đường thuỷ,1,W01345.mp4,164
đường thẳng,1,W01344.mp4,146
đường tròn,1,W01346.mp4,157
đại diện,3,W01082B.mp4; W01082N.mp4; W01082T.mp4,77; 82; 77
đại dương,1,W01083.mp4,100
đại số,1,W01085.mp4,110
đại sứ,1,D0253.mp4,109
đại tá,1,W01086.mp4,113
đại tướng,1,W01088.mp4,117
đại úy,1,W01089.mp4,131
đạn,1,W01114.mp4,82
đạo diễn,1,D0093.mp4,211
đảm nhiệm,1,W01092.mp4,104
đảo,1,W01116.mp4,101
đảo Hoàng Sa,1,W03076.mp4,89
đảo Lý Sơn,1,W01117.mp4,105
đảo Phú Quốc,1,W01118.mp4,98
đảo Trường Sa,1,W03073.mp4,86
đất,1,W01135.mp4,70
đất màu mỡ,1,W01137.mp4,88
đất nước bị chia cắt (Việt Nam),1,D0303.mp4,153
đất nặn,1,W01138.mp4,88
đất ruộng,1,D0116.mp4,148
đất trồng cây,1,W01140.mp4,110
đấu tranh,1,W01146.mp4,144
đấu vật,1,W01148.mp4,150
đầu gối,1,W01141.mp4,105
đầu hàng,1,W01142.mp4,79
đầu tiên,1,W01144.mp4,80
đầu tàu,1,W01143.mp4,160
đầu tư,1,D0260.mp4,80
đầu xuôi đuôi lọt,1,W01145.mp4,147
đầy,1,W01149.mp4,218
đầy tớ,1,W01151.mp4,137
đầy đủ,1,W01150.mp4,123
đẩy,1,W01152.mp4,119
đập,1,W01134.mp4,205
đắt đỏ,1,W01131.mp4,90
đằng sau,1,W01128.mp4,91
đằng trước,1,W01129.mp4,82
đặc biệt,4,W01122B.mp4; W01122T.mp4; W01122N.mp4; W01122.mp4,67; 88; 88; 316
đặc điểm,1,W01124.mp4,105
đặt,1,W01132.mp4,90
đẹp không?,3,D0195B.mp4; D0195N.mp4; D0195T.mp4,82; 107; 82
đẹp không? (người),3,D0128T.mp4; D0128B.mp4; D0128N.mp4,94; 94; 117
đẹp mê hồn,1,W01172.mp4,176
đẹp đẽ (như đẹp),1,W01170.mp4,134
đếm,1,W01184.mp4,71
đề nghị,3,W01177B.mp4; W01177N.mp4; W01177T.mp4,87; 219; 219
đề phòng,1,W02804.mp4,115
đề tài,1,W01179.mp4,71
đề-ca-mét (dam),1,W01175.mp4,142
đề-ca-mét vuông (dam2),1,W01176.mp4,136
đề-xi-mét (dm),1,W01181.mp4,115
đề-xi-mét khối (dm3),1,W01182.mp4,123
đề-xi-mét vuông (dm2),1,W01183.mp4,123
đền,1,W01185N.mp4,114
đều đặn,1,W01188.mp4,114
để (đặt),1,W01173.mp4,120
đệm,1,W04069.mp4,140
đỉnh,1,W01224.mp4,112
đỉnh núi,1,W01225.mp4,131
địa chỉ,3,D0001N.mp4; D0001T.mp4; D0001B.mp4,133; 133; 130
địa cầu,1,W01194.mp4,105
địa hình,1,D0478.mp4,148
địa lí,1,W01199.mp4,82
địa điểm,1,W01197.mp4,74
địa đạo Củ Chi,1,W01196.mp4,143
định vị,1,W01226.mp4,87
đọc sách,1,W01239.mp4,127
đỏ thắm,1,W02922.mp4,99
đối diện,1,W01257.mp4,121
đối thoại,1,W01279.mp4,136
đối tượng,1,W01258.mp4,136
đối xứng,1,W01281.mp4,109
đối xử,1,W01280.mp4,182
đồ chơi,1,W01249.mp4,148
đồ dùng dạy học,1,W01250.mp4,134
đồ dùng học tập,1,W01251.mp4,153
đồ uống,1,D0443.mp4,103
đồ ăn,1,D0444.mp4,114
đồn công an,1,W01261.mp4,134
đồng bào,1,W01289.mp4,124
đồng bằng,1,W01264.mp4,145
đồng bằng duyên hải miền Trung,1,D0063.mp4,136
đồng bằng sông Cửu Long,1,D0061.mp4,150
đồng bằng sông Hồng,1,D0062.mp4,155
đồng hồ,1,W01265.mp4,126
đồng lúa,1,W01293.mp4,148
đồng phục,3,W01294N.mp4; W01294T.mp4; W01294B.mp4,145; 145; 175
đồng ruộng,1,W01295.mp4,101
đồng tiền,1,W01296.mp4,129
đổ nước,1,W01268.mp4,91
đổi,1,W01256.mp4,139
đổi mới,1,W01277.mp4,135
độc hại,1,W01254.mp4,67
độc lập,1,W01272.mp4,117
đội thiếu niên,1,W01283.mp4,161
đội trưởng,1,W01260.mp4,129
động cơ,1,W01299.mp4,139
động viên,1,W01302.mp4,134
đỡ,1,W01314.mp4,106
đợi,3,W01304N.mp4; W01304B.mp4; W01304T.mp4,95; 88; 88
đứng nghiêm,1,W01326.mp4,99
đứng đầu (hàng đầu),1,D0028.mp4,98
đựng,1,W01328.mp4,121
ơ,1,D0508N.mp4,89
ư,1,D0515N.mp4,118
ưu tiên,3,W03758N.mp4; W03758B.mp4; W03758T.mp4,132; 136; 132
ưu điểm,1,W03757.mp4,148
Ả Rập (nước Ả Rập),1,D0008.mp4,99
ảo thuật,1,W00027.mp4,109
ấm no,1,W00053.mp4,159
ấm trà,1,W00055.mp4,135
ấm áp,1,W00051.mp4,98
ấm đun nước,1,W00052.mp4,175
ấn,1,W00059.mp4,135
ấn tượng,1,W00061.mp4,144
ầm ĩ,1,W00048.mp4,102
ẩm mốc,1,W00049.mp4,154
ẩm ướt,1,W00050.mp4,126
ế ẩm,1,W01358.mp4,104
ốc vít,1,W02564.mp4,212
ốm đau,1,W02567.mp4,151
ống nghe,1,W02577.mp4,132
ống nhòm,1,W02578.mp4,234
ống nước,1,W02579.mp4,130
ổn định,1,W02571.mp4,121
ở ngoài,3,W02580B.mp4; W02580N.mp4; W02580T.mp4,95; 251; 251
ở trong,1,W02581.mp4,129
ủng,1,W03741.mp4,139
ủng hộ,1,W03742.mp4,115
ủy ban,1,W03750.mp4,146
ủy ban nhân dân,1,W037511.mp4,148
ủy quyền,3,W03751N.mp4; W03751B.mp4; W03751T.mp4,166; 154; 154
ức chế,1,W03752.mp4,174
